Gear Box,Length,Width,modelYear,Height,Kerb Weight,No of Cylinder,km,transmission,Registration Year,Wheel Base,Engine Displacement,model,Mileage,State,Color,Rear Brake Type,bt,oem,Tyre Type,price
5 Speed,3995.0,1695.0,2015,1555.0,1055.0,4.0,89997,Manual,2015.0,2430.0,1248.0,Maruti Swift Dzire,26.59,hyderabad,Red,Drum,Sedan,Maruti,Tubeless Radial,622000.0
5 Speed,3610.0,1680.0,2014,1500.0,925.0,4.0,64736,Manual,2014.0,2345.0,1198.0,Honda Brio,19.4,hyderabad,White,Drum,Hatchback,Honda,Tubeless Radial,362000.0
5 Speed,4385.0,2019.0,2013,1608.0,1660.0,4.0,105000,Automatic,2013.0,2603.0,1968.0,Audi Q3,15.73,hyderabad,White,Drum,SUV,Audi,Tubeless Radial,1295000.0
5 Speed,4300.0,1785.0,2020,1595.0,1211.4827735332276,4.0,40687,Manual,2021.0,2600.0,1462.0,Maruti SX4 S Cross,18.55,hyderabad,Others,Disc,SUV,Maruti,Tubeless Radial,964000.0
6 Speed,4291.0,1722.0,2012,1496.0,1110.0,4.0,33000,Automatic,2013.0,2489.0,1499.0,Ford Fiesta,16.97,hyderabad,Blue,Drum,Sedan,Ford,Tubeless Radial,395000.0
5 Speed,3715.0,1635.0,2016,1565.0,840.0,3.0,57000,Automatic,2017.0,2425.0,998.0,Maruti Celerio,23.1,hyderabad,Silver,Drum,Hatchback,Maruti,Tubeless Radial,460000.0
5 Speed,4580.0,1770.0,2006,1755.0,1670.0,4.0,120000,Manual,2006.0,2750.0,2494.0,Toyota Innova,12.8,hyderabad,Others,Drum,MUV,Toyota,Tubeless Radial,400000.0
6 Speed,4315.0,1800.0,2019,1645.0,1535.0,4.0,88000,Manual,2019.0,2610.0,1493.0,Kia Seltos,20.8,hyderabad,Blue,Disc,SUV,Kia,Tubeless Radial,1325000.0
5 Speed,3585.0,1595.0,2009,1550.0,960.0,4.0,80000,Manual,2009.0,2380.0,1197.0,Hyundai i10,20.36,hyderabad,Others,Drum,Hatchback,Hyundai,Tubeless Radial,215000.0
6 Speed,3995.0,1770.0,2020,1605.0,1340.0,3.0,49500,Manual,2020.0,2500.0,998.0,Hyundai Venue,18.0,hyderabad,Red,Drum,SUV,Hyundai,Radial,1050000.0
5 Speed,3731.0,1579.0,2020,1474.0,699.0,3.0,15985,Manual,2020.0,2548.347369705846,999.0,Renault KWID,21.46,hyderabad,Brown,Drum,Hatchback,Renault,Tubeless Radial,465000.00000000006
5 Speed,4440.0,1695.0,2015,1495.0,1049.0,4.0,85871,Manual,2015.0,2600.0,1497.0,Honda City,17.4,hyderabad,Red,Drum,Sedan,Honda,Tubeless Radial,574000.0
5 Speed,3585.0,1595.0,2012,1550.0,960.0,4.0,73665,Manual,2012.0,2380.0,1197.0,Hyundai i10,20.36,hyderabad,Silver,Drum,Hatchback,Hyundai,Tubeless Radial,295000.0
8 Speed,5200.0,2220.0,2020,1868.0,2330.0,6.0,31614,Automatic,2021.0,3120.0,2995.0,Land Rover Range Rover,13.33,hyderabad,Black,Disc,SUV,Land Rover,Tubeless Radial,26000000.0
5 Speed,3993.0,1677.0,2021,1532.0,1030.0,3.0,70380,Manual,2021.0,2450.0,1199.0,Tata Tigor,19.28,hyderabad,Blue,Drum,Sedan,Tata,Tubeless Radial,707000.0
5 Speed,3985.0,1734.0,2016,1505.0,1066.0,4.0,73202,Manual,2016.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,Red,Drum,Hatchback,Hyundai,Tubeless,605000.0
5 Speed,3995.0,1695.0,2016,1501.0,942.0,4.0,80000,Automatic,2016.0,2470.0,1199.0,Honda Amaze,18.3,hyderabad,Goldan BRWOON,Drum,Sedan,Honda,Tubeless Radial,565000.0
5 Speed,3840.0,1735.0,2017,1530.0,1211.4827735332276,4.0,58006,Manual,2018.0,2450.0,1248.0,Maruti Swift,25.2,hyderabad,White,Drum,Hatchback,Maruti,Tubeless,608000.0
5 Speed,3840.0,1735.0,2019,1530.0,1211.4827735332276,4.0,64000,Automatic,2019.0,2450.0,1197.0,Maruti Swift,21.21,hyderabad,m grey,Drum,Hatchback,Maruti,Tubeless,725000.0
5 Speed,3610.0,1680.0,2014,1500.0,925.0,4.0,50670,Manual,2014.0,2345.0,1198.0,Honda Brio,19.4,hyderabad,White,Drum,Hatchback,Honda,Tubeless Radial,369000.0
5 Speed,3610.0,1645.0,2020,1560.0,1070.0,4.0,41058,Automatic,2020.0,2400.0,1086.0,Hyundai Santro,20.3,hyderabad,Others,Drum,Hatchback,Hyundai,Tubeless Radial,508000.0
5 Speed,4315.0,1822.0,2013,1695.0,1240.0,4.0,120000,Manual,2013.0,2673.0,1461.0,Renault Duster,20.45,hyderabad,White,Drum,SUV,Renault,Tubeless Radial,360000.0
5 Speed,3636.0,1475.0,2014,1670.0,885.0,3.0,56367,Manual,2014.0,2400.0,998.0,Maruti Wagon R Stingray,20.51,hyderabad,Silver,Drum,Hatchback,Maruti,Tubeless,399000.0
6 Speed,3995.0,1770.0,2019,1605.0,1200.0,3.0,41000,Manual,2019.0,2500.0,998.0,Hyundai Venue,18.27,hyderabad,Grey,Drum,SUV,Hyundai,Radial,920000.0
5 Speed,3985.0,1734.0,2019,1505.0,1140.0,4.0,40000,Manual,2019.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,Blue,Drum,Hatchback,Hyundai,Tubeless,740000.0
4 Speed,3765.0,1660.0,2016,1520.0,935.0,4.0,16000,Automatic,2016.0,2425.0,1197.0,Hyundai Grand i10,18.9,hyderabad,Maroon,Drum,Hatchback,Hyundai,Tubeless,625000.0
5 Speed,3715.0,1635.0,2016,1565.0,845.0,3.0,69900,Automatic,2016.0,2425.0,998.0,Maruti Celerio,23.1,hyderabad,Silver,Drum,Hatchback,Maruti,Tubeless Radial,450000.0
5 Speed,4440.0,1695.0,2016,1495.0,1065.0,4.0,120000,Manual,2016.0,2600.0,1497.0,Honda City,17.8,hyderabad,Silver,Drum,Sedan,Honda,Tubeless Radial,650000.0
5 Speed,3746.0,1647.0,2016,1535.0,1012.0,3.0,95000,Manual,2016.0,2400.0,1199.0,Tata Tiago,23.84,hyderabad,Silver,Drum,Hatchback,Tata,Tubeless,450000.0
6 Speed,4458.0,1796.0,2018,1416.0,1211.4827735332276,4.0,35000,Automatic,2019.0,2637.0,1968.0,Audi A3,20.38,hyderabad,Black,Disc,Sedan,Audi,Tubeless Radial,2445000.0
5 Speed,4440.0,1695.0,2014,1495.0,1065.0,4.0,66000,Automatic,2014.0,2600.0,1497.0,Honda City,18.0,hyderabad,White,Drum,Sedan,Honda,Tubeless Radial,675000.0
5 Speed,4490.0,1730.0,2016,1485.0,1115.0,4.0,67905,Manual,2016.0,2650.0,1248.0,Maruti Ciaz,28.09,hyderabad,Silver,Drum,Sedan,Maruti,Tubeless Radial,652000.0
5 Speed,3610.0,1645.0,2019,1560.0,1050.0,4.0,19348,Manual,2019.0,2400.0,1086.0,Hyundai Santro,20.3,hyderabad,Others,Drum,Hatchback,Hyundai,Tubeless Radial,496000.0
5 Speed,3990.0,1680.0,2017,1505.0,955.0,4.0,35000,Manual,2017.0,2405.0,1198.0,Honda Amaze,17.8,hyderabad,Brown,Drum,Sedan,Honda,Tubeless Radial,650000.0
5 Speed,4375.0,1700.0,2017,1475.0,1290.0,4.0,30811,Manual,2017.0,2570.0,1591.0,Hyundai Verna,17.01,hyderabad,Others,Drum,Sedan,Hyundai,Tubeless,789000.0
5 Speed,3715.0,1635.0,2019,1565.0,835.0,3.0,73227,Manual,2019.0,2425.0,998.0,Maruti Celerio X,21.63,hyderabad,Others,Drum,Hatchback,Maruti,Tubeless Radial,458000.0
5 Speed,4413.0,1703.0,2010,1550.0,1210.0,4.0,80000,Manual,2010.0,2520.0,1248.0,Tata Manza,19.0,hyderabad,White,Drum,Sedan,Tata,Tubeless Radial,200000.0
5 Speed,3610.0,1680.0,2012,1500.0,915.0,4.0,90184,Manual,2012.0,2345.0,1198.0,Honda Brio,19.4,hyderabad,White,Drum,Hatchback,Honda,Tubeless Radial,311000.0
5 Speed,4300.0,1785.0,2021,1595.0,1211.4827735332276,4.0,30000,Manual,2021.0,2600.0,1462.0,Maruti SX4 S Cross,18.55,hyderabad,Blue,Disc,SUV,Maruti,Tubeless Radial,1000000.0
5 Speed,4375.0,1700.0,2016,1475.0,1290.0,4.0,66039,Manual,2016.0,2570.0,1591.0,Hyundai Verna,17.01,hyderabad,Others,Drum,Sedan,Hyundai,Tubeless,613000.0
5 Speed,3995.0,1660.0,2017,1520.0,1100.0,3.0,120000,Manual,2017.0,2425.0,1186.0,Hyundai Xcent,25.4,hyderabad,Others,Drum,Sedan,Hyundai,Tubeless,390000.0
5 Speed,4440.0,1695.0,2013,1485.0,1095.0,4.0,89205,Manual,2013.0,2550.0,1497.0,Honda City,16.8,hyderabad,Silver,Drum,Sedan,Honda,Tubeless Radial,517000.0
6 Speed,3995.0,1770.0,2020,1605.0,1320.0,3.0,50000,Manual,2020.0,2500.0,998.0,Hyundai Venue,18.0,hyderabad,Others,Drum,SUV,Hyundai,Radial,999000.0
5 Speed,3995.0,1745.0,2018,1510.0,935.0,4.0,80000,Automatic,2018.0,2520.0,1197.0,Maruti Baleno,21.4,hyderabad,Others,Drum,Hatchback,Maruti,Tubeless Radial,740000.0
6 Speed,4655.0,1835.0,2020,1760.0,1860.0,4.0,29000,Manual,2020.0,2750.0,1956.0,MG Hector,17.41,hyderabad,b red,Disc,SUV,MG,Radial,1650000.0
8 Speed,4477.0,2058.0,2012,1545.0,1485.0,4.0,90000,Automatic,2012.0,2760.0,1995.0,BMW X1,17.05,hyderabad,Others,Disc,SUV,BMW,Tubeless Radial,1320000.0
5 Speed,4413.0,1703.0,2011,1550.0,1211.4827735332276,4.0,120000,Manual,2011.0,2520.0,1248.0,Tata Manza,21.12,hyderabad,Red,Drum,Sedan,Tata,Tubeless Radial,220000.00000000003
5 Speed,3989.0,1706.0,2015,1542.0,1255.0,4.0,100000,Manual,2015.0,2510.0,1248.0,Fiat Avventura,20.5,hyderabad,White,Drum,Hatchback,Fiat,Tubeless Radial,420000.0
5 Speed,3995.0,1745.0,2017,1510.0,920.0,4.0,56962,Automatic,2017.0,2520.0,1197.0,Maruti Baleno,21.4,hyderabad,Granite Grey,Drum,Hatchback,Maruti,Tubeless Radial,550000.0
7 Speed,4386.0,1699.0,2015,1466.0,1182.0,4.0,90000,Automatic,2015.0,2552.0,1498.0,Skoda Rapid,21.66,hyderabad,Others,Drum,Sedan,Skoda,Tubeless Radial,550000.0
5 Speed,3971.0,1682.0,2018,1469.0,1211.4827735332276,3.0,101739,Manual,2018.0,2469.0,999.0,Volkswagen Polo,17.74,hyderabad,White,Drum,Hatchback,Volkswagen,Tubeless Radial,502000.0
5 Speed,3746.0,1647.0,2019,1535.0,1012.0,3.0,69049,Manual,2019.0,2400.0,1199.0,Tata Tiago,23.84,hyderabad,Others,Drum,Hatchback,Tata,Tubeless,552000.0
5 Speed,3995.0,1790.0,2018,1640.0,1190.0,4.0,110000,Manual,2018.0,2500.0,1248.0,Maruti Vitara Brezza,24.3,hyderabad,Red,Drum,SUV,Maruti,Tubeless Radial,830000.0000000001
5 Speed,3995.0,1695.0,2017,1501.0,924.0,4.0,56242,Manual,2017.0,2470.0,1199.0,Honda Amaze,19.5,hyderabad,Brown,Drum,Sedan,Honda,Tubeless Radial,579000.0
6 Speed,4585.0,1890.0,2018,1785.0,2000.0,4.0,124281,Manual,2018.0,2700.0,1997.0,Mahindra XUV500,16.0,hyderabad,Grey,Disc,SUV,Mahindra,Tubeless Radial,1215000.0
6 Speed,3995.0,1770.0,2019,1605.0,1340.0,3.0,38000,Manual,2019.0,2500.0,998.0,Hyundai Venue,18.27,hyderabad,White,Drum,SUV,Hyundai,Radial,950000.0
6 Speed,4456.0,1820.0,2018,1995.0,1725.0,4.0,84249,Manual,2018.0,2680.0,2179.0,Mahindra Scorpio,19.255853130413264,hyderabad,Red,Drum,SUV,Mahindra,Tubeless Radial,1021000.0
8 Speed,4633.0,2031.0,2018,1429.0,1570.0,4.0,45000,Automatic,2018.0,2810.0,1995.0,BMW 3 Series,22.69,hyderabad,White,Disc,Sedan,BMW,Tubeless Radial,2595000.0
5 Speed,3995.0,1735.0,2013,1515.0,1211.4827735332276,4.0,122117,Manual,2013.0,2450.0,1197.0,Maruti Swift Dzire,22.41,hyderabad,White,Drum,Sedan,Maruti,Tubeless Radial,421000.0
5 Speed,3998.0,1765.0,2019,1647.0,1211.4827735332276,4.0,108632,Manual,2020.0,2519.0,1498.0,Ford Ecosport,23.0,hyderabad,Silver,Drum,SUV,Ford,Tubeless Radial,869999.9999999999
8 Speed,4907.0,2102.0,2017,1464.0,1570.0,4.0,10700,Automatic,2017.0,2968.0,1995.0,BMW 5 Series,18.12,hyderabad,White,Disc,Sedan,BMW,Tubeless Radial,4500000.0
5 Speed,3999.0,1765.0,2017,1708.0,1240.0,4.0,116988,Manual,2017.0,2520.0,1498.0,Ford Ecosport,22.77,hyderabad,Black,Drum,SUV,Ford,Tubeless Radial,677000.0
5 Speed,4440.0,1695.0,2014,1495.0,1085.0,4.0,60000,Automatic,2014.0,2600.0,1497.0,Honda City,18.0,hyderabad,urban titanim,Drum,Sedan,Honda,Tubeless Radial,725000.0
5 Speed,3990.0,1680.0,2018,1505.0,1065.0,4.0,120000,Manual,2018.0,2405.0,1498.0,Honda Amaze,25.8,hyderabad,Others,Drum,Sedan,Honda,Tubeless Radial,650000.0
6 Speed,4270.0,1780.0,2016,1630.0,1280.0,4.0,92000,Manual,2016.0,2590.0,1582.0,Hyundai Creta,19.67,hyderabad,Red,Drum,SUV,Hyundai,Tubeless,980000.0
6 Speed,4585.0,1866.0,2019,1774.0,1211.4827735332276,4.0,80000,Manual,2019.0,2760.0,1497.0,Mahindra Marazzo,17.3,hyderabad,Others,Disc,MUV,Mahindra,Tubeless Radial,1100000.0
6 Speed,4540.0,1760.0,2009,1480.0,1211.4827735332276,4.0,90000,Manual,2009.0,2600.0,1798.0,Toyota Corolla Altis,14.53,hyderabad,Silver,Disc,Sedan,Toyota,Tubeless Radial,290000.0
5 Speed,4000.0,1642.0,2014,1522.0,1152.0,3.0,110000,Manual,2014.0,2465.0,1199.0,Skoda Fabia,20.86,hyderabad,Others,Drum,Hatchback,Skoda,Tubeless Radial,350000.0
5 Speed,3780.0,1665.0,2011,1530.0,930.0,3.0,70000,Manual,2011.0,2450.0,1198.0,Nissan Micra,18.06,hyderabad,Silver,Drum,Hatchback,Nissan,Tubeless Radial,290000.0
5 Speed,3746.0,1647.0,2018,1535.0,1080.0,3.0,72761,Manual,2019.0,2400.0,1047.0,Tata Tiago,27.28,hyderabad,Orange,Drum,Hatchback,Tata,Tubeless,590000.0
5 Speed,3585.0,1595.0,2013,1550.0,930.0,4.0,72473,Manual,2013.0,2380.0,1197.0,Hyundai i10,20.36,hyderabad,Silver,Drum,Hatchback,Hyundai,Tubeless Radial,299000.0
5 Speed,3995.0,1790.0,2022,1685.0,1140.0,4.0,18030,Manual,2022.0,2500.0,1462.0,Maruti Brezza,19.89,hyderabad,Maroon,Drum,SUV,Maruti,Tubeless Radial,1252000.0
5 Speed,3995.0,1695.0,2018,1501.0,1021.0,4.0,63000,Manual,2018.0,2470.0,1498.0,Honda Amaze,27.4,hyderabad,g brown,Drum,Sedan,Honda,Tubeless Radial,875000.0
5 Speed,3955.0,1694.0,2016,1544.0,1062.0,4.0,40404,Automatic,2016.0,2530.0,1199.0,Honda Jazz,19.0,hyderabad,Silver,Drum,Hatchback,Honda,Tubeless Radial,550000.0
5 Speed,4440.0,1695.0,2018,1495.0,1107.0,4.0,96407,Automatic,2018.0,2600.0,1497.0,Honda City,18.0,hyderabad,Brown,Drum,Sedan,Honda,Tubeless Radial,970000.0
5 Speed,3765.0,1660.0,2017,1520.0,1060.0,4.0,20000,Manual,2017.0,2425.0,1197.0,Hyundai Grand i10,18.9,hyderabad,Others,Drum,Hatchback,Hyundai,Tubeless,590000.0
5 Speed,4440.0,1695.0,2017,1495.0,1049.0,4.0,53456,Manual,2018.0,2600.0,1497.0,Honda City,17.8,hyderabad,Silver,Drum,Sedan,Honda,Tubeless Radial,771000.0
5 Speed,3445.0,1515.0,2016,1475.0,755.0,3.0,91603,Manual,2016.0,2360.0,796.0,Maruti Alto 800,22.05,hyderabad,White,Drum,Hatchback,Maruti,Tubeless,257000.0
5 Speed,3990.0,1745.0,2021,1500.0,1211.4827735332276,4.0,28246,Manual,2021.0,2520.0,1197.0,Toyota Glanza,22.35,hyderabad,Red,Drum,Hatchback,Toyota,Tubeless Radial,767000.0
5 Speed,4425.0,1695.0,2013,1505.0,1080.0,4.0,171000,Manual,2013.0,2600.0,1461.0,Renault Scala,21.64,hyderabad,Silver,Drum,Sedan,Renault,Tubeless Radial,260000.0
5 Speed,3765.0,1677.0,2021,1535.0,982.0,3.0,30224,Manual,2022.0,2400.0,1199.0,Tata Tiago,19.01,hyderabad,Red,Drum,Hatchback,Tata,Tubeless Radial,581000.0
6 Speed,4440.0,1695.0,2017,1495.0,1148.0,4.0,70000,Manual,2017.0,2600.0,1498.0,Honda City,25.6,hyderabad,Others,Drum,Sedan,Honda,Tubeless Radial,1025000.0
6 Speed,3995.0,1710.0,2013,1505.0,1120.0,4.0,120000,Manual,2013.0,2525.0,1396.0,Hyundai i20,21.27,hyderabad,Others,Disc,Hatchback,Hyundai,Tubeless Radial,400000.0
5 Speed,3995.0,1790.0,2017,1640.0,1190.0,4.0,120000,Manual,2017.0,2500.0,1248.0,Maruti Vitara Brezza,24.3,hyderabad,Black,Drum,SUV,Maruti,Tubeless Radial,750000.0
5 Speed,4413.0,1699.0,2020,1466.0,1192.0,4.0,80000,Manual,2020.0,2552.0,1498.0,Skoda Rapid,21.13,hyderabad,Others,Drum,Sedan,Skoda,Tubeless Radial,1000000.0
7 Speed,4670.0,1814.0,2019,1476.0,1376.0,4.0,49000,Automatic,2019.0,2688.0,1798.0,Skoda Octavia,15.1,hyderabad,beige,Disc,Sedan,Skoda,Tubeless Radial,2150000.0
5 Speed,3985.0,1734.0,2019,1505.0,1120.0,4.0,70000,Manual,2019.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,Others,Drum,Hatchback,Hyundai,Tubeless,660000.0
5 Speed,3999.0,1765.0,2014,1708.0,1290.0,4.0,85838,Manual,2015.0,2520.0,1498.0,Ford Ecosport,22.7,hyderabad,White,Drum,SUV,Ford,Tubeless Radial,662000.0
5 Speed,3801.0,1665.0,2016,1530.0,1095.0,3.0,68000,Manual,2016.0,2450.0,1198.0,Nissan Micra Active,19.69,hyderabad,Blue,Drum,Hatchback,Nissan,Tubeless Radial,395000.0
5 Speed,3695.0,1600.0,2018,1560.0,850.0,3.0,38607,Automatic,2018.0,2425.0,998.0,Maruti Celerio,23.1,hyderabad,Silver,Drum,Hatchback,Maruti,Tubeless Radial,514000.0
5 Speed,3985.0,1734.0,2019,1505.0,1211.4827735332276,4.0,48934,Automatic,2019.0,2570.0,1197.0,Hyundai i20,17.4,hyderabad,White,Drum,Hatchback,Hyundai,Tubeless,772000.0
5 Speed,3985.0,1734.0,2018,1505.0,1120.0,4.0,73000,Manual,2019.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,Red,Drum,Hatchback,Hyundai,Tubeless,680000.0
5 Speed,3445.0,1515.0,2014,1475.0,755.0,3.0,31933,Manual,2014.0,2360.0,796.0,Maruti Alto 800,22.05,hyderabad,Red,Drum,Hatchback,Maruti,Tubeless,254000.0
5 Speed,3595.0,1495.0,2013,1700.0,885.0,3.0,54959,Manual,2013.0,2400.0,998.0,Maruti Wagon R,18.9,hyderabad,Blue,Drum,Hatchback,Maruti,Tubeless Radial,311000.0
8 Speed,4961.0,1877.0,2014,1460.0,1780.0,6.0,49000,Automatic,2014.0,2909.0,2993.0,Jaguar XF,14.74,hyderabad,Blue,Disc,Sedan,Jaguar,Tubeless Radial,2150000.0
5 Speed,4440.0,1695.0,2017,1495.0,1085.0,4.0,59261,Automatic,2017.0,2600.0,1497.0,Honda City,18.0,hyderabad,Silver,Drum,Sedan,Honda,Tubeless Radial,1015000.0
6 Speed,4458.0,1796.0,2019,1416.0,1211.4827735332276,4.0,42000,Automatic,2019.0,2637.0,1968.0,Audi A3,20.38,hyderabad,White,Disc,Sedan,Audi,Tubeless Radial,2850000.0
5 Speed,3845.0,1735.0,2014,1530.0,1211.4827735332276,4.0,73889,Manual,2014.0,2450.0,1197.0,Maruti Swift,22.38,hyderabad,Red,Drum,Hatchback,Maruti,Tubeless Radial,461000.00000000006
5 Speed,3731.0,1579.0,2019,1474.0,710.0,3.0,44363,Manual,2019.0,2422.0,799.0,Renault KWID,22.3,hyderabad,White,Drum,Hatchback,Renault,Tubeless Radial,372000.0
5 Speed,4868.0,1854.0,2011,1471.0,1800.0,4.0,54000,Automatic,2011.0,2874.0,2143.0,Mercedes-Benz E-Class,14.21,hyderabad,Black,Disc,Sedan,Mercedes-Benz,Tubeless Radial,1450000.0
5 Speed,4375.0,1700.0,2017,1475.0,1290.0,4.0,50151,Manual,2017.0,2570.0,1591.0,Hyundai Verna,17.01,hyderabad,Black,Drum,Sedan,Hyundai,Tubeless,802999.9999999999
5 Speed,3565.0,1525.0,2010,1590.0,845.0,3.0,120000,Manual,2010.0,2380.0,1086.0,Hyundai Santro Xing,13.45,hyderabad,Others,Drum,Hatchback,Hyundai,Tubeless Radial,220000.00000000003
6 Speed,4628.0,2097.0,2012,1484.0,1651.0,5.0,92000,Automatic,2012.0,2776.0,2400.0,Volvo S60,13.2,hyderabad,Silver,Disc,Sedan,Volvo,Tubeless Radial,1150000.0
8 Speed,5067.0,2091.0,2017,1457.0,1760.0,4.0,51000,Automatic,2018.0,2960.0,1999.0,Jaguar XF,19.33,hyderabad,White,Disc,Sedan,Jaguar,Tubeless Radial,2995000.0
9 Speed,4891.0,2129.0,2018,1719.0,1211.4827735332276,6.0,70000,Automatic,2018.0,2915.0,2996.0,Mercedes-Benz GLE,8.9,hyderabad,Blue,Disc,SUV,Mercedes-Benz,Tubeless Radial,6950000.0
6 Speed,3995.0,1770.0,2019,1605.0,1340.0,3.0,72253,Manual,2019.0,2500.0,998.0,Hyundai Venue,18.27,hyderabad,Blue,Drum,SUV,Hyundai,Radial,900000.0
6 Speed,4585.0,1890.0,2015,1785.0,1655.0,4.0,51757,Manual,2015.0,2700.0,2179.0,Mahindra XUV500,16.0,hyderabad,Purple,Disc,SUV,Mahindra,Tubeless,1400000.0
5 Speed,3640.0,1595.0,2012,1520.0,950.0,4.0,46000,Manual,2012.0,2375.0,1199.0,Chevrolet Beat,18.6,hyderabad,Grey,Drum,Hatchback,Chevrolet,Tubeless Radial,295000.0
6 Speed,4598.0,1894.0,2022,1706.0,1660.0,4.0,24648,Manual,2022.0,2741.0,1956.0,Tata Harrier,16.35,hyderabad,White,Drum,SUV,Tata,Tubeless Radial,1965000.0
5 Speed,3599.0,1495.0,2013,1700.0,870.0,3.0,61201,Manual,2013.0,2400.0,998.0,Maruti Wagon R,20.51,hyderabad,Others,Drum,Hatchback,Maruti,Tubeless,306000.0
6 Speed,4598.0,1894.0,2021,1706.0,1660.0,4.0,23000,Manual,2021.0,2741.0,1956.0,Tata Harrier,16.35,hyderabad,Red,Drum,SUV,Tata,Tubeless Radial,2015000.0
5 Speed,3599.0,1495.0,2016,1700.0,885.0,3.0,46563,Manual,2016.0,2400.0,998.0,Maruti Wagon R,20.51,hyderabad,Red,Drum,Hatchback,Maruti,Tubeless,366000.0
5 Speed,3985.0,1734.0,2016,1505.0,1066.0,4.0,41085,Manual,2016.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,Red,Drum,Hatchback,Hyundai,Tubeless,645000.0
5 Speed,3795.0,1680.0,2010,1427.0,1130.0,4.0,90000,Manual,2010.0,2489.0,1399.0,Ford Figo,20.0,hyderabad,Green,Drum,Hatchback,Ford,Tubeless Radial,299000.0
5 Speed,3995.0,1710.0,2013,1505.0,1060.0,4.0,50260,Manual,2013.0,2525.0,1197.0,Hyundai i20,18.5,hyderabad,White,Drum,Hatchback,Hyundai,Tubeless Radial,423000.00000000006
5 Speed,3795.0,1680.0,2010,1427.0,1075.0,4.0,55000,Manual,2010.0,2489.0,1196.0,Ford Figo,15.6,hyderabad,Grey,Drum,Hatchback,Ford,Tubeless Radial,295000.0
5 Speed,3695.0,1655.0,2014,1555.0,810.0,3.0,107913,Manual,2014.0,2435.0,998.0,Maruti Celerio,25.24,hyderabad,Red,Drum,Hatchback,Maruti,Tubeless Radial,328000.0
5 Speed,3845.0,1735.0,2017,1530.0,1211.4827735332276,4.0,52858,Manual,2017.0,2450.0,1197.0,Maruti Swift,22.38,hyderabad,Silver,Drum,Hatchback,Maruti,Tubeless Radial,565000.0
8 Speed,4824.0,2047.0,2014,1508.0,1700.0,4.0,50000,Automatic,2014.0,2920.0,1995.0,BMW 3 Series,19.59,hyderabad,Brown,Disc,Sedan,BMW,Tubeless Radial,2250000.0
5 Speed,3679.0,1579.0,2016,1478.0,730.0,3.0,41832,Manual,2020.0,2422.0,999.0,Renault KWID,23.01,hyderabad,Others,Drum,Hatchback,Renault,Tubeless Radial,299000.0
5 Speed,3785.0,1635.0,2014,1490.0,1050.0,3.0,61000,Manual,2014.0,2450.0,1198.0,Datsun GO,20.63,hyderabad,Silver,Drum,Hatchback,Datsun,Tubeless,299000.0
6 Speed,4569.0,1769.0,2012,1485.0,1355.0,4.0,136700,Automatic,2012.0,2578.0,1968.0,Skoda Laura,17.0,hyderabad,Rosso Brunello,Disc,Sedan,Skoda,Tubeless Radial,490000.00000000006
5 Speed,3775.0,1680.0,2011,1620.0,1015.0,4.0,44000,Manual,2011.0,2360.0,1197.0,Maruti Ritz,18.5,hyderabad,Silver,Drum,Hatchback,Maruti,Tubeless Radial,340000.0
5 Speed,3990.0,1739.0,2021,1643.0,947.0,3.0,45430,Automatic,2021.0,2636.0,999.0,Renault Triber,18.2,hyderabad,White,Drum,MUV,Renault,Tubeless Radial,650000.0
6 Speed,4221.0,1760.0,2022,1612.0,1255.0,3.0,10000,Automatic,2022.0,2651.0,999.0,Volkswagen Taigun,18.41,hyderabad,White,Drum,SUV,Volkswagen,Tubeless Radial,1650000.0
5 Speed,3994.0,1758.0,2021,1572.0,939.0,3.0,50000,Manual,2021.0,2500.0,999.0,Nissan Magnite,18.75,hyderabad,Silver,Drum,SUV,Nissan,Tubeless Radial,750000.0
6 Speed,4585.0,1890.0,2015,1785.0,1890.0,4.0,89178,Manual,2015.0,2700.0,1997.0,Mahindra XUV500,16.0,hyderabad,Black,Disc,SUV,Mahindra,Tubeless Radial,700000.0
5 Speed,3845.0,1735.0,2014,1530.0,1211.4827735332276,4.0,52507,Manual,2014.0,2450.0,1197.0,Maruti Swift,22.38,hyderabad,Blue,Drum,Hatchback,Maruti,Tubeless Radial,466000.0
5 Speed,3995.0,1682.0,2019,1483.0,1211.4827735332276,3.0,47495,Manual,2020.0,2470.0,999.0,Volkswagen Ameo,19.44,hyderabad,White,Drum,Sedan,Volkswagen,Tubeless Radial,587000.0
5 Speed,3429.0,1560.0,2017,1541.0,750.0,3.0,50000,Manual,2017.0,2348.0,799.0,Datsun RediGO,22.7,hyderabad,White,Drum,Hatchback,Datsun,Tubeless Radial,220000.00000000003
5 Speed,3845.0,1735.0,2019,1530.0,1211.4827735332276,4.0,89899,Automatic,2019.0,2450.0,1197.0,Maruti Swift,22.56,hyderabad,Silver,Drum,Hatchback,Maruti,Tubeless Radial,677000.0
